Day,Temperature,Humidity,Wind_Speed,Building_Type,Employee_Count,Holiday,Energy_Consumption
99,-0.74,40.83,39.81,1,949,0,354.57
159,25.43,45.98,29.12,0,0,0,116.28
40,35.76,86.59,3.6,0,0,0,152.39
155,38.27,40.54,41.41,2,823,0,486.77
36,23.07,32.52,47.38,2,368,0,373.7
247,18.71,35.14,22.28,2,608,0,422.82
4,-5.46,20.1,38.22,0,0,0,42.91
281,-9.01,21.26,20.24,0,0,0,31.66
351,39.29,29.37,12.32,1,573,0,359.45
334,3.72,23.76,5.53,1,369,0,246.93
249,-6.39,37.01,48.81,1,469,1,159.96
12,16.92,21.21,7.67,1,493,0,297.05
283,5.63,55.25,45.31,1,847,0,348.21
216,7.88,86.05,46.63,1,41,0,201.59
319,7.69,49.85,44.12,0,0,0,69.08
311,2.43,45.72,35.81,0,0,0,47.74
82,38.38,24.86,20.37,1,137,0,259.85
14,3.26,27.79,22.14,2,138,0,286.2
56,17.85,59.75,18.35,2,808,0,462.42
342,1.93,19.42,18.08,2,940,0,435.58
282,28.09,24.16,44.52,1,712,0,341.14
199,1.45,56.83,11.12,0,0,0,88.17
348,20.73,68.81,17.57,1,448,0,299.36
166,31.7,85.35,36.61,2,696,0,487.78
292,3.58,24.15,5.39,1,910,0,348.49
146,30.16,67.41,36.74,0,0,0,137.43
78,-5.38,29.45,36.46,2,167,1,221.39
112,-4.18,22.82,17.63,0,0,1,10.0
23,10.03,75.68,43.08,0,0,0,87.18
116,10.35,33.84,20.12,0,0,0,93.61
142,15.82,36.54,41.32,2,134,1,259.89
197,-8.82,41.67,45.52,1,671,0,264.89
278,-4.14,13.69,11.85,1,2,0,164.2
28,-9.49,80.21,33.12,0,0,0,54.1
299,37.73,87.69,46.14,2,70,0,378.86
76,5.67,26.43,30.39,0,0,0,56.92
18,24.4,16.07,9.93,1,577,0,331.64
100,20.42,49.2,40.99,2,557,0,426.84
124,26.24,62.67,26.97,1,97,1,192.53
365,34.14,49.47,49.19,2,398,0,405.55
292,1.66,62.21,17.18,2,631,0,407.59
125,11.29,86.09,10.12,2,664,0,426.61
7,6.42,36.52,46.23,2,734,0,409.93
23,-5.88,81.06,29.45,2,196,0,303.28
162,-8.4,53.57,34.13,0,0,1,10.0
117,28.24,67.05,3.58,1,191,0,286.11
352,-3.54,76.57,34.65,2,93,1,244.84
21,-9.23,31.31,12.85,1,945,0,337.76
252,11.92,38.42,16.24,2,705,0,415.8
326,6.11,13.2,38.8,1,685,0,287.18
309,-6.69,72.34,31.77,2,391,0,337.07
84,-7.42,15.66,44.8,0,0,0,21.84
362,35.66,43.63,35.99,0,0,0,135.93
41,36.98,75.5,20.48,1,817,0,423.15
203,14.11,18.25,21.61,1,987,0,377.91
128,32.41,89.47,31.71,0,0,0,151.63
142,30.0,55.16,10.47,1,142,0,273.92
344,18.97,20.0,24.34,2,51,0,303.82
103,27.54,11.14,3.89,1,786,0,377.12
107,36.53,36.91,23.21,2,305,1,335.9
17,18.32,27.64,12.07,0,0,1,48.37
25,15.58,47.08,45.62,0,0,1,40.59
64,-9.82,47.29,38.5,1,630,0,255.8
342,17.11,22.47,4.75,2,181,0,331.45
237,30.88,62.71,39.69,1,935,0,422.84
176,28.11,42.99,30.08,2,943,0,505.35
291,22.29,60.63,26.4,1,84,0,233.27
293,-8.77,79.1,9.32,1,412,0,256.93
311,36.27,23.55,38.18,1,843,0,387.79
156,11.46,44.64,26.91,1,571,0,298.77
53,18.58,77.31,15.17,0,0,0,123.81
73,9.89,67.78,11.42,2,310,0,354.94
183,7.44,34.43,37.65,1,220,0,190.52
189,15.53,70.5,2.89,2,979,0,516.71
13,14.73,40.56,30.99,1,177,0,216.91
47,7.82,87.71,49.48,0,0,1,48.29
160,30.19,30.39,45.94,1,249,0,275.84
284,-7.47,24.25,48.41,1,52,0,132.53
53,-4.15,80.29,36.88,1,271,0,224.9
287,-5.87,49.74,9.33,1,1,0,172.77
8,18.25,69.53,48.14,2,228,1,295.05
72,10.63,86.01,44.95,0,0,1,58.72
98,12.6,25.78,12.08,2,865,1,405.95
87,18.84,18.01,39.81,1,697,0,321.2
330,6.2,27.32,20.05,2,825,0,438.56
101,-0.84,19.18,33.83,0,0,0,55.81
281,5.34,86.96,16.04,1,898,0,384.61
289,39.7,67.07,7.29,1,767,1,384.81
237,37.63,62.47,33.11,0,0,0,146.39
196,37.83,86.13,4.9,1,469,0,367.31
97,-8.62,88.28,6.07,2,705,0,412.43
96,-5.53,83.04,11.37,0,0,0,69.99
261,-7.71,62.78,42.35,1,308,0,204.63
121,30.77,49.74,22.09,2,444,0,432.72
273,39.57,13.51,24.04,0,0,0,131.92
332,17.15,80.16,33.21,2,27,0,321.51
52,25.04,18.01,45.04,1,907,0,382.86
318,7.61,16.89,33.16,1,59,0,167.44
163,28.27,62.49,47.8,0,0,0,113.35
190,22.8,76.51,3.2,0,0,0,131.93
277,30.05,64.84,42.22,0,0,0,135.02
85,15.0,39.2,33.55,2,478,0,388.41
194,-0.3,76.35,25.53,2,305,1,284.83
181,13.79,10.43,11.21,0,0,1,30.34
21,5.6,23.17,15.11,2,991,0,467.3
203,24.71,50.08,6.96,2,396,0,406.56
202,-3.16,80.24,26.57,0,0,0,85.04
151,6.6,18.3,33.85,0,0,0,68.83
159,-9.67,50.18,35.55,0,0,0,31.23
310,30.78,26.46,4.24,2,88,0,342.81
26,10.33,27.28,23.47,1,564,1,213.34
309,28.81,77.32,8.54,2,160,0,379.45
66,-5.12,23.43,36.17,1,20,0,159.49
263,-0.31,15.45,36.3,2,243,0,296.39
167,32.52,16.84,43.13,2,729,0,450.08
288,19.77,38.01,48.04,2,931,0,498.49
154,-9.7,53.29,32.41,2,346,0,316.23
343,35.26,10.92,35.67,0,0,0,121.1
206,39.17,89.5,13.3,0,0,0,164.86
153,23.06,85.12,49.75,1,545,0,323.63
184,26.39,47.23,24.22,2,594,0,429.14
159,-3.32,21.7,10.63,0,0,0,46.37
194,28.31,22.91,22.84,2,688,0,446.43
2,-5.05,41.17,18.34,0,0,0,38.9
215,34.49,83.01,20.0,0,0,1,117.88
175,15.24,43.02,31.11,2,698,0,418.74
75,-2.94,40.99,35.95,2,359,0,312.64
285,-5.56,83.45,10.38,0,0,0,85.86
127,12.01,89.5,48.62,1,336,1,220.64
49,-9.73,40.71,29.62,2,715,0,374.68
32,38.06,87.0,26.45,1,31,0,261.25
158,-1.47,20.38,0.47,2,338,1,289.9
15,10.98,25.98,33.85,2,223,0,330.6
318,20.33,44.78,49.94,1,652,1,275.4
334,23.74,40.6,33.6,2,274,0,348.48
243,18.24,28.39,35.96,0,0,0,104.97
17,-1.07,48.06,1.47,1,820,0,338.78
22,13.59,68.71,44.06,0,0,0,96.11
244,6.13,22.54,45.38,1,186,0,203.72
81,-5.53,39.11,43.88,0,0,1,12.15
144,9.38,12.45,36.66,2,207,0,313.23
8,20.44,86.41,10.21,2,854,0,506.74
167,-4.9,70.87,9.78,1,615,0,303.78
287,-1.75,36.06,36.97,0,0,1,10.0
268,-5.69,23.91,11.32,1,965,0,344.24
289,-9.94,52.44,8.63,1,294,0,186.88
186,36.82,27.95,44.34,1,583,0,328.78
12,31.91,53.41,31.38,0,0,1,76.39
281,1.58,42.56,10.19,0,0,0,64.34
304,18.88,54.44,5.18,2,127,0,348.43
83,30.08,53.0,11.84,0,0,1,63.28
55,8.33,10.43,31.18,2,662,0,404.63
131,26.95,66.05,20.77,2,902,0,511.18
125,33.43,57.0,4.63,0,0,0,146.12
325,14.93,58.4,24.16,2,293,0,352.74
51,34.4,31.81,5.51,2,369,0,416.4
27,0.5,86.3,20.6,2,592,0,421.39
165,35.07,39.9,6.02,2,967,0,543.2
281,30.27,29.53,23.8,0,0,0,118.81
33,32.0,12.56,48.84,2,536,0,406.66
62,-9.78,57.63,23.11,2,418,1,271.57
145,23.18,76.74,15.08,1,181,0,273.31
171,10.03,25.33,1.62,1,11,0,192.97
286,20.23,64.51,4.69,1,446,0,299.69
297,-5.82,10.34,42.46,2,655,1,310.35
117,1.82,57.59,5.69,0,0,0,88.62
4,7.56,15.66,30.02,0,0,0,66.42
66,25.92,81.75,6.08,2,509,0,447.98
60,17.65,32.86,9.75,2,325,0,345.0
287,-9.27,49.22,24.56,0,0,0,40.44
345,6.74,41.31,3.03,2,912,0,480.9
229,37.0,56.29,36.07,1,730,0,393.07
100,-1.01,35.09,20.05,0,0,0,54.59
119,1.84,84.02,18.51,2,894,0,479.39
69,5.37,36.01,17.71,2,645,0,403.46
152,3.4,51.87,2.08,2,479,0,375.62
280,-3.91,42.09,7.66,1,31,1,120.33
221,5.63,28.45,15.42,1,944,1,312.3
223,16.97,89.24,40.7,2,670,0,451.2
165,23.76,63.95,32.9,0,0,0,117.85
211,22.14,50.97,46.03,2,532,0,414.63
279,-1.87,61.85,40.82,2,501,0,349.05
63,20.73,50.77,8.23,1,22,0,223.94
262,7.92,70.5,26.0,2,698,0,419.71
6,31.09,27.22,25.49,1,975,0,405.84
248,8.12,89.03,32.49,2,868,0,481.89
229,38.83,33.65,4.08,2,231,0,384.45
286,20.74,41.99,39.45,1,75,0,231.88
257,11.45,87.54,14.23,2,387,0,401.12
63,15.16,30.46,46.3,2,300,0,344.29
28,-1.2,23.53,46.37,1,358,0,217.95
345,24.01,60.02,10.25,0,0,0,144.38
53,38.15,87.18,46.39,2,311,0,429.57
252,15.75,89.41,17.11,0,0,0,104.55
38,39.62,29.07,11.78,0,0,0,137.87
308,-2.48,34.2,20.29,1,239,0,200.38
334,21.88,73.0,7.2,1,558,0,335.97
139,23.9,22.36,26.53,2,459,0,396.53
53,5.59,36.04,9.72,0,0,0,82.61
94,7.58,54.27,45.56,1,400,0,252.54
94,37.27,29.36,49.26,2,931,0,513.59
263,20.6,12.04,6.39,0,0,0,101.83
323,29.08,11.55,10.59,2,378,0,372.51
137,26.3,87.72,32.06,0,0,0,159.02
256,20.55,48.83,38.04,1,496,0,303.65
37,-7.61,87.76,34.73,0,0,1,25.0
142,23.13,40.34,7.82,2,133,0,341.39
147,7.25,75.52,14.17,2,460,0,389.51
8,13.45,21.19,37.61,2,225,0,306.51
251,32.57,14.42,9.05,0,0,0,105.0
135,38.44,38.09,1.67,0,0,0,152.35
59,24.71,13.23,5.31,1,834,0,352.46
123,1.6,48.92,26.85,2,954,0,463.33
263,5.88,61.11,45.66,0,0,0,73.93
120,-3.09,19.41,44.0,2,654,0,378.16
259,19.04,43.83,26.66,2,19,0,291.38
323,36.5,82.89,34.62,0,0,0,149.48
18,30.55,55.26,18.06,1,381,0,298.51
301,17.18,49.6,48.11,1,111,0,210.85
353,37.07,61.54,12.96,2,921,0,536.91
92,34.84,80.93,31.05,2,225,0,398.08
164,8.05,74.36,31.3,2,977,0,484.41
144,17.49,30.3,38.23,0,0,0,89.15
335,4.8,12.7,49.26,1,643,1,219.77
315,-9.56,33.71,14.85,1,89,0,159.53
238,12.56,82.07,24.18,0,0,0,96.15
174,27.51,45.26,46.76,1,750,0,356.59
83,21.71,69.96,30.34,0,0,0,119.06
157,36.34,71.97,21.21,2,178,0,362.11
109,24.29,59.43,31.66,1,996,0,434.4
178,-2.94,24.99,20.07,1,129,0,178.54
250,3.34,51.48,34.4,1,879,0,364.9
253,-3.73,47.74,33.29,2,782,1,379.15
55,29.74,61.19,46.85,2,255,0,391.29
155,37.53,76.98,8.86,2,801,0,534.42
91,1.31,12.61,9.13,2,849,0,435.37
339,28.28,36.09,14.62,1,997,0,426.76
126,11.85,70.14,37.41,0,0,0,104.22
337,7.76,75.84,25.46,1,482,0,288.72
169,39.34,24.43,25.72,1,228,0,281.25
139,7.29,38.41,38.18,0,0,1,26.13
5,23.05,50.06,41.72,2,795,0,455.17
66,25.64,56.49,26.76,1,115,0,247.92
111,28.65,41.63,0.07,1,803,0,386.24
184,33.1,67.03,16.91,1,125,1,207.27
268,18.31,46.31,8.07,1,791,0,370.63
170,20.22,36.55,32.93,2,87,0,318.71
362,25.56,43.97,6.16,1,29,0,234.1
244,-2.56,23.55,0.9,2,691,0,386.63
331,0.0,21.56,25.23,0,0,0,53.81
138,28.22,59.82,42.55,1,86,1,179.4
28,-3.25,42.84,42.84,0,0,0,50.91
7,24.42,85.34,38.47,1,970,0,430.87
333,-8.38,37.14,37.54,2,397,0,329.05
317,6.88,61.41,45.99,1,853,0,353.03
51,23.11,66.01,31.41,1,676,1,308.38
136,25.34,73.07,12.7,0,0,0,149.26
178,21.51,39.26,0.48,2,531,0,426.76
129,12.08,48.81,5.83,2,377,0,370.84
197,2.73,72.59,25.36,0,0,0,69.09
267,20.66,79.51,16.48,2,387,0,396.85
107,-0.75,32.79,33.47,0,0,0,57.02
48,-6.99,29.37,26.61,1,816,0,297.99
138,-9.02,37.21,29.28,0,0,1,10.0
103,3.39,57.23,5.34,1,513,0,297.27
47,-8.5,76.6,35.56,1,170,0,180.51
153,2.46,61.54,42.53,1,339,0,236.82
6,4.47,26.18,24.72,1,522,0,275.93
11,7.25,14.14,11.75,2,475,0,373.74
17,25.67,54.49,28.36,0,0,0,130.67
143,12.07,71.01,23.49,2,710,0,454.92
272,39.27,50.43,4.09,2,505,0,460.0
312,37.37,39.32,33.04,1,708,0,380.78
66,39.08,25.83,34.41,1,688,1,354.05
339,10.61,55.96,5.51,1,933,0,384.67
331,-7.79,58.93,46.83,1,382,0,232.73
256,33.01,76.76,36.2,1,182,0,268.65
127,11.74,69.14,26.13,1,239,0,234.12
131,22.06,51.23,28.53,1,251,0,263.38
18,32.17,74.76,20.12,0,0,0,151.5
207,20.37,19.07,41.57,1,368,0,263.99
89,26.85,29.11,29.65,2,241,0,364.45
243,2.44,70.26,8.58,0,0,1,25.74
350,-0.25,43.73,35.24,0,0,0,40.91
17,17.76,55.9,27.33,1,988,0,427.49
223,21.9,79.05,28.54,0,0,0,132.82
363,33.59,84.28,34.46,2,807,0,500.6
210,31.07,84.28,27.75,1,37,0,275.31
99,39.45,38.41,0.07,0,0,0,149.17
13,38.32,59.5,6.28,0,0,0,150.13
319,21.18,59.73,31.38,1,650,0,363.42
270,15.17,32.88,20.24,1,614,0,313.81
187,28.03,46.61,16.45,1,546,0,324.56
274,3.07,43.36,2.81,1,899,0,368.74
133,7.62,64.62,42.35,0,0,1,27.87
14,28.36,57.83,0.75,1,575,0,345.73
281,37.5,82.64,18.54,2,104,1,324.15
44,34.77,29.98,10.19,1,493,0,330.59
295,-6.36,58.03,4.63,2,288,0,316.07
104,1.6,66.01,28.13,1,807,0,337.56
62,3.66,14.75,26.65,1,442,1,194.69
53,9.16,60.9,47.81,2,492,0,383.57
309,-6.46,57.52,7.6,1,715,0,312.07
118,1.54,35.54,41.06,0,0,1,10.0
321,25.81,88.79,38.7,1,385,0,320.8
131,2.22,42.6,23.99,2,826,0,418.82
299,37.13,23.94,3.26,2,346,0,409.15
306,11.15,54.32,5.51,0,0,0,93.98
199,-5.02,38.75,45.03,0,0,0,53.69
36,32.13,28.58,24.07,0,0,0,123.08
279,35.78,36.87,12.73,1,487,0,349.77
216,36.41,68.73,23.63,0,0,1,115.03
74,14.7,33.95,37.81,1,1,0,170.24
306,36.03,56.1,41.03,2,400,0,415.58
55,25.46,10.03,16.25,1,838,0,370.68
12,-0.22,19.13,4.29,1,196,0,207.47
83,16.66,69.64,31.81,0,0,0,108.78
32,11.64,26.44,25.31,0,0,0,85.19
86,12.55,73.47,3.75,1,96,0,227.92
232,10.67,32.04,39.99,2,652,0,411.04
275,-1.24,26.68,37.87,1,263,1,146.5
201,9.5,65.01,38.25,1,113,0,193.77
51,15.6,17.88,14.84,1,198,0,224.33
320,4.28,39.01,20.41,1,111,1,143.35
256,-1.16,16.03,16.55,2,5,0,243.84
241,-0.09,26.14,36.12,1,163,0,201.87
205,-0.35,22.52,37.63,0,0,0,33.95
196,12.34,74.65,13.43,1,976,0,411.42
244,0.45,56.29,24.24,2,601,0,404.34
320,25.87,75.64,4.17,0,0,0,126.66
1,6.78,89.47,45.19,1,140,1,165.64
89,36.97,54.39,41.74,2,110,0,355.83
282,-6.86,86.82,37.55,0,0,0,70.25
139,5.5,17.74,40.07,1,808,0,322.67
87,26.92,19.3,28.64,0,0,0,100.39
2,24.24,49.94,46.01,1,309,1,215.99
349,11.03,20.11,18.94,0,0,0,74.41
168,33.51,83.16,32.06,1,179,0,264.22
119,-6.43,50.35,6.21,2,671,0,394.99
80,15.45,80.22,49.61,0,0,1,54.4
111,0.02,27.55,15.67,1,557,0,266.6
165,8.7,62.33,48.97,0,0,0,87.92
219,24.95,31.61,34.15,2,496,0,402.24
5,-5.05,54.76,23.29,2,55,0,280.56
215,-7.81,79.44,27.2,0,0,0,55.16
195,11.04,32.86,14.52,0,0,1,27.21
282,3.57,47.65,27.45,2,968,1,408.8
6,26.03,51.09,14.66,0,0,0,120.75
300,-6.72,59.39,43.24,2,239,0,289.14
58,38.33,73.93,32.36,1,718,0,392.35
337,21.04,19.73,12.39,2,344,0,358.5
302,15.06,52.85,7.02,1,764,0,352.9
102,10.63,21.36,2.63,0,0,0,71.96
48,27.45,24.46,13.34,1,715,0,344.02
276,7.82,49.32,35.39,1,991,0,384.54
163,28.85,16.65,15.59,0,0,0,96.04
332,25.53,16.99,31.85,2,553,0,394.9
196,17.57,24.34,44.77,1,424,0,262.89
365,34.43,47.79,48.62,0,0,0,109.69
324,7.3,24.66,37.74,0,0,0,68.26
132,-7.11,40.29,33.3,1,643,0,283.49
66,8.81,79.49,35.3,0,0,0,100.62
83,33.77,84.2,7.16,2,722,0,503.27
265,-6.13,54.25,36.43,2,957,1,392.99
229,28.16,89.02,22.29,0,0,1,94.71
273,31.26,66.44,10.46,2,92,1,319.22
219,11.4,20.82,3.21,1,348,0,253.93
225,-0.27,69.15,22.34,2,599,1,342.31
113,7.78,63.18,9.25,1,678,0,327.83
140,9.92,79.23,31.29,1,276,0,244.51
185,36.61,50.09,10.2,1,316,0,316.6
173,4.23,57.06,17.8,1,511,1,237.94
11,38.63,41.58,38.44,2,229,0,361.95
159,-4.56,11.38,38.95,1,463,0,229.53
205,38.7,58.18,4.12,1,2,0,243.12
230,1.17,85.96,39.82,2,824,0,448.0
26,-1.61,23.26,39.0,1,718,0,313.54
319,-3.99,23.77,20.07,2,546,0,349.97
159,5.81,42.88,27.17,0,0,0,68.87
278,20.83,77.49,47.6,0,0,0,100.2
148,23.32,56.97,34.05,1,92,0,235.54
266,8.5,50.82,24.15,2,474,0,382.47
83,1.54,79.19,45.85,1,863,0,338.38
26,39.75,26.05,25.98,0,0,0,124.78
71,3.53,86.32,48.0,2,118,0,315.62
37,8.91,87.02,9.4,0,0,0,111.81
133,14.05,75.12,3.15,1,887,0,392.51
126,26.98,33.58,45.57,2,547,0,410.04
115,-2.4,40.04,35.51,0,0,0,47.82
92,3.31,42.27,29.47,2,991,0,462.82
242,39.85,23.65,44.73,0,0,1,68.38
200,31.26,13.66,10.15,2,436,0,402.87
207,12.19,15.21,0.44,1,35,0,183.94
117,-4.57,59.25,15.2,0,0,0,66.26
219,33.34,87.47,14.11,0,0,0,137.81
305,29.15,16.75,25.1,1,586,0,331.66
243,19.03,61.16,21.37,0,0,0,112.68
292,10.22,19.62,2.01,1,625,0,317.16
282,36.78,56.15,34.51,1,228,0,304.44
301,4.78,45.44,22.95,1,982,0,375.32
317,6.05,12.79,40.84,1,390,0,240.76
172,33.78,38.56,47.99,0,0,0,126.77
76,21.32,72.86,1.54,2,930,0,521.58
209,37.55,25.68,44.65,0,0,0,145.07
314,22.25,51.44,17.34,2,211,0,368.09
105,-8.35,30.46,13.79,0,0,0,53.18
26,-1.16,84.03,42.71,1,677,0,316.57
351,4.09,84.18,22.07,0,0,0,89.43
79,33.36,68.12,36.79,2,95,0,360.91
128,31.54,65.25,41.34,0,0,0,141.22
137,29.52,54.16,23.39,1,336,0,283.85
334,17.68,72.79,4.61,0,0,0,113.94
36,-3.05,88.68,5.05,2,948,0,469.69
59,-3.44,86.94,48.0,0,0,0,73.73
230,-3.7,74.7,48.42,1,976,0,360.29
124,32.73,20.89,11.55,0,0,0,130.99
88,-2.92,78.91,5.9,0,0,0,87.98
337,30.43,57.37,48.74,1,850,0,386.28
141,32.24,52.67,36.05,0,0,0,122.77
273,-4.75,53.6,38.38,1,852,0,324.47
51,35.1,30.34,15.61,1,682,1,309.55
55,34.88,26.54,0.37,1,586,0,355.28
337,21.91,45.88,17.1,2,298,0,377.88
150,15.65,60.64,8.93,1,710,0,349.77
153,22.37,62.09,41.18,1,461,1,256.45
219,10.24,51.85,18.53,1,540,0,290.05
219,19.43,75.69,43.57,2,426,0,423.59
342,38.48,83.8,40.86,0,0,0,168.82
258,-4.34,27.2,34.33,1,214,1,146.29
45,1.69,69.0,28.97,2,511,0,385.26
269,16.2,28.6,41.71,2,441,0,374.06
311,2.93,77.61,44.92,0,0,0,76.27
160,39.64,50.59,46.24,1,620,0,355.7
278,26.01,39.77,36.26,1,856,0,362.7
345,11.7,71.18,32.53,2,944,0,495.51
55,35.14,15.87,17.39,2,583,1,390.36
145,-2.78,55.54,30.25,0,0,0,65.2
235,4.4,53.67,41.7,1,60,0,193.88
179,37.8,79.42,26.71,2,513,0,463.56
208,17.85,35.45,27.11,1,810,0,355.83
136,36.03,34.33,38.09,0,0,1,84.05
353,39.21,17.53,30.06,0,0,0,133.51
275,8.01,53.46,19.53,1,511,0,278.85
323,18.82,11.92,21.24,2,199,0,338.42
183,32.33,84.97,16.64,2,339,0,420.61
61,3.64,28.96,12.19,2,968,0,467.08
63,12.34,45.57,13.35,1,672,0,345.11
361,-2.33,22.39,13.65,0,0,1,10.0
215,22.63,36.88,33.1,1,890,0,374.57
360,-9.79,83.01,47.41,2,731,0,395.38
139,12.47,88.4,42.03,2,486,0,412.05
134,36.46,32.8,35.94,2,957,0,533.4
34,34.87,75.35,28.09,2,142,0,366.97
193,30.19,22.98,36.57,2,58,0,328.77
355,-2.94,21.02,4.88,0,0,0,50.05
320,16.01,20.97,16.77,1,894,0,373.87
87,25.96,85.4,24.24,2,96,1,306.5
210,-4.94,66.01,15.03,0,0,1,10.0
81,-2.65,56.29,32.69,2,412,0,345.44
322,-8.0,25.21,8.92,0,0,0,33.78
339,6.15,52.39,19.52,1,376,0,252.37
190,33.87,89.53,47.52,2,155,0,364.52
348,15.37,76.07,28.11,1,977,0,430.77
233,32.66,88.93,35.63,1,315,1,275.08
169,-5.82,10.97,17.78,1,970,1,287.5
251,-7.19,54.47,40.77,2,25,0,247.82
168,30.2,33.31,17.02,1,469,0,328.06
231,14.89,36.5,9.79,1,827,0,348.67
150,13.55,14.56,20.82,1,356,0,242.39
152,13.78,63.85,11.33,1,35,0,196.34
38,9.05,78.32,33.93,1,230,0,246.0
297,34.32,29.6,4.85,1,692,1,328.85
275,16.05,51.81,35.69,0,0,0,88.33
105,38.69,14.17,45.2,0,0,0,119.42
348,32.33,32.45,44.15,1,803,1,354.55
352,26.88,27.79,36.94,0,0,0,113.53
62,21.81,88.06,17.21,2,315,0,395.26
16,31.76,50.07,48.87,1,978,0,404.93
350,34.09,27.31,39.31,0,0,0,133.0
150,-3.34,20.58,47.3,1,678,0,292.14
142,7.99,72.09,28.68,0,0,0,103.56
116,30.27,13.62,41.36,2,819,0,455.93
312,1.07,21.0,11.87,0,0,0,45.76
65,19.31,14.1,18.4,1,332,1,218.87
310,29.02,39.35,32.81,2,918,1,465.3
194,1.2,85.49,2.65,1,59,0,204.03
342,10.1,28.83,6.88,0,0,0,84.93
161,35.76,40.0,48.33,1,744,0,349.89
306,7.8,68.72,18.42,2,959,0,499.58
361,20.24,26.31,14.09,2,266,0,352.02
278,11.69,32.93,25.72,1,600,0,299.5
296,33.85,40.95,6.31,1,738,0,387.74
39,11.21,86.35,11.32,0,0,0,112.7
361,7.96,53.55,5.77,1,579,0,295.65
169,-1.34,45.02,3.62,2,808,0,437.34
68,7.46,42.12,19.31,1,482,0,270.74
7,23.48,41.15,24.32,2,582,0,420.67
85,-1.21,82.74,0.95,1,640,0,326.12
199,25.27,72.2,7.8,1,726,0,393.48
132,-9.47,25.01,35.27,0,0,0,21.82
76,8.35,35.52,27.52,2,959,0,475.08
250,13.3,77.83,12.51,0,0,0,102.63
347,-5.19,70.02,17.73,0,0,0,81.36
209,24.2,18.29,7.77,2,119,0,357.32
84,-4.86,42.64,45.59,2,68,0,256.44
223,-5.5,49.26,44.99,0,0,0,53.32
253,8.4,78.59,26.96,0,0,0,101.64
31,26.91,78.23,42.75,1,801,0,386.64
355,38.18,22.08,23.85,0,0,1,91.22
201,28.8,56.85,40.62,0,0,0,120.85
52,13.3,85.45,29.19,2,435,0,409.83
72,3.63,16.14,16.32,0,0,0,42.17
21,5.07,38.68,19.83,0,0,0,81.46
16,4.18,36.99,3.31,1,876,0,346.86
16,3.92,23.72,10.62,1,94,1,128.25
175,-6.55,88.3,20.03,2,927,0,447.37
312,1.02,66.64,22.82,1,891,0,364.92
338,-4.6,64.72,2.43,0,0,0,70.53
78,-9.63,13.92,24.4,0,0,1,10.0
240,4.28,40.73,42.84,0,0,0,68.13
37,7.61,59.75,7.7,2,176,1,282.73
232,36.37,48.92,13.06,1,359,0,315.92
213,39.74,67.99,40.35,0,0,0,142.22
193,18.97,76.19,38.83,2,97,0,332.68
60,35.05,70.91,16.37,0,0,0,152.61
189,20.91,85.5,36.44,0,0,0,117.42
267,14.88,54.29,27.4,0,0,0,98.31
126,-7.87,78.25,18.97,0,0,0,90.91
203,-7.77,88.67,1.22,0,0,0,69.5
322,-8.46,50.86,22.38,0,0,0,61.13
32,-2.5,11.17,21.12,2,256,0,294.29
312,-6.15,36.12,3.58,2,68,0,276.17
261,-0.27,53.01,6.37,1,940,0,354.11
346,15.96,64.44,21.81,2,345,1,335.99
94,15.16,57.37,0.77,1,170,0,257.23
328,7.21,61.83,46.42,2,921,0,472.47
100,23.3,67.81,35.57,1,151,0,253.37
285,9.6,49.73,49.67,1,283,0,249.37
315,1.01,76.24,10.39,2,47,0,287.2
25,24.61,63.26,13.92,0,0,0,116.37
353,39.01,72.07,10.86,0,0,0,155.13
357,30.54,62.88,41.97,2,918,0,516.01
117,10.7,18.64,16.36,0,0,0,57.89
199,8.78,22.4,2.22,1,499,0,271.29
279,-8.07,23.58,17.98,0,0,0,46.57
70,22.85,13.91,21.29,2,839,1,421.83
335,1.13,27.5,19.64,1,695,0,294.47
79,24.18,54.8,41.28,0,0,0,123.05
354,28.01,14.79,47.6,1,989,1,339.14
14,33.99,32.68,29.1,1,186,0,243.18
29,17.41,59.85,30.36,1,911,0,378.03
144,31.5,25.99,13.66,0,0,0,125.61
343,26.16,25.81,43.28,1,73,0,206.71
10,7.65,76.16,12.35,1,790,1,313.13
47,-4.68,53.94,7.18,0,0,0,60.84
260,2.11,35.09,36.83,0,0,0,72.1
12,32.23,53.9,37.08,2,907,1,464.01
298,16.72,44.25,34.79,0,0,0,104.53
226,23.28,86.07,36.82,2,298,0,379.62
260,30.3,26.11,40.72,1,211,0,269.72
84,23.35,63.15,44.87,0,0,0,122.67
348,32.8,83.05,1.69,2,693,0,488.62
348,-5.68,67.73,32.66,0,0,0,53.25
6,35.18,40.99,14.73,0,0,0,142.9
247,30.63,69.71,29.08,1,170,0,275.3
35,35.15,28.59,42.91,2,207,0,339.22
175,26.54,67.36,36.83,1,138,0,250.24
65,3.72,72.92,9.74,1,334,0,249.31
147,-4.31,40.07,28.67,0,0,1,10.0
57,-3.52,54.4,8.55,1,792,0,325.17
193,14.95,55.16,12.27,2,743,0,448.23
13,9.55,54.48,20.15,0,0,1,40.94
18,22.71,26.03,30.71,1,241,0,248.42
246,15.16,60.51,26.86,0,0,0,106.06
163,-3.73,42.5,15.65,0,0,0,61.69
343,-9.89,20.67,41.2,1,644,0,254.24
